genotype,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36,T37,T38,T39,T40,T41,T42,T43,T44,T45,T46,T47,T48,T49,T50,T51,T52,T53,T54,T55,T56,T57,T58,T59,T60,T61,T62,T63,T64,T65,T66,T67,T68,T69,T70,T71,T72,T73,T74,T75,T76,T77,T78,T79,T80,T81,T82,T83,T84,T85,T86,T87,T88,T89,T90,T91,T92,T93,T94,T95,T96,T97,T98,T99,T100,T101,T102,T103,T104,T105,T106,T107,T108,T109,T110,T111,T112,T113,T114,T115,T116,T117,T118,T119,T120,T121,T122,T123,T124,T125,T126,T127,T128,T129,T130,T131,T132,T133,T134,T135,T136,T137,T138,T139,T140,T141,T142,T143,T144,T145,T146,T147,T148,T149,T150
NC372,-4.26764635784408,-6.51107518068284,-4.68606800760727,-6.56871949454199,-2.96079672193797,-4.38823538864703,-5.96648385224756,-6.46691214156791,-4.42095369892446,-4.64428541470922,-6.70260944330137,-6.16574915445796,-5.64284619768773,-6.37640031874018,-4.75692960434961,-6.27011258011787,-5.86008585124917,-5.89394005165601,-4.86737626955519,-4.43890312226,-5.59990304062215,-5.8555173175145,-5.53782376417014,-5.45109026437397,-4.62750715534668,-4.37448005204999,-3.82580972570551,-3.27087618150961,-5.59557781044245,-5.01667209798505,-4.98843353005028,-5.62243455694259,-5.49637911942641,-5.18516140747387,-6.57959967620402,-6.44646597898774,-6.32390921758493,-6.14540481406688,-5.04743802738512,-5.9175232673415,-6.52601743819666,-6.02602702076388,-5.12743165714042,-6.40106670475785,-5.19907999008608,-6.09095650289178,-5.62262508078719,-5.43231735425935,-5.22831577546492,-6.04200405279984,-6.1118698786061,-5.78511542909805,-5.32003662284136,-4.31349765951731,-6.07380362590304,-6.10150236832554,-5.93320073479538,-5.97014067270826,-6.59779821688539,-6.02277835108594,-5.94230328901365,-6.1830677605013,-6.4914478795683,-5.47022038498426,-5.55842993917529,-6.63489980910539,-4.8990588934494,-6.47942589671292,-3.24038875664366,-6.39406371803085,-6.14354894782151,-5.91808312111334,-5.86175350437296,-6.04541042247546,-6.39606900461557,-6.30728036561651,-6.62934108056145,-5.76490513241451,-5.48584663996314,-4.85027854851929,-6.34034217048106,-4.36760469378506,-5.60752298940464,-5.38796353547293,-4.66523718437679,-5.41406082187422,-5.76280382838264,-6.16766404760101,-6.54583108738163,-6.06643638990963,-5.1769667421049,-6.26190747878504,-4.54927896545393,-6.1985802338289,-6.14333963064099,-5.84042724864789,-6.11646591537704,-6.03347045414772,-5.20123059007771,-4.85462135292415,-4.91689460902074,-5.54081783906185,-5.76762630399665,-6.21453794418085,-6.00594833297238,-5.68899533823928,-6.01695670370803,-6.25938350733983,-4.94889679176266,-6.02393548251754,-5.75754130249882,-5.07861124128246,-6.50481220858536,-6.13147978864441,-6.39276004387496,-5.96399308486499,-4.38681098043817,-6.47719440827021,-5.0355224564563,-5.99714430518812,-6.35191401031864,-6.51598243678469,-6.3125776169896,-6.12625150315368,-6.33173989849738,-6.20554733277269,-6.26196322741892,-5.84756294826648,-3.91400963002338,-5.26046314045254,-4.99791607324618,-6.54851075653184,-4.36401527287819,-5.83035539917542,-6.21555959753633,-5.36474611167993,-2.40981110250543,-6.30655105586804,-6.51891629785202,-5.54842306855845,-6.22258989881689,-6.51205809779103,-3.6706228475694,-6.73269807146893,-4.46396798236915,-6.19065142701103,-6.22455826997186,-6.82344891807157,-4.08714606312062,-3.70884424405895
ND246,-4.13884573271192,-6.42458203215054,-5.44701386467225,-6.56871949454199,-3.20391254565565,-4.5552209000958,-6.07048327560741,-6.49927321458884,-4.32107337240242,-4.8155205061854804,-6.70260944330137,-6.16574912683061,-5.2004908727809,-6.3236571323611,-4.75692960616075,-6.27011262550239,-5.95346952109466,-5.77463739383801,-4.93937180940557,-4.10173997621479,-5.27503484052594,-5.8555173175145,-5.53782376417014,-4.68201845560115,-4.53837042967229,-4.37448005148247,-4.04136654459343,-2.82067210153123,-5.5955778106608,-4.89254588596858,-4.48346674623419,-5.68713048948409,-5.49637911948552,-5.670708962459,-6.5795996807011,-6.44791775135154,-6.31443854762673,-6.08144209964695,-4.94468682252138,-5.75771789941692,-6.48282480675333,-5.99045858768691,-4.97488502802329,-6.41966444496822,-5.14686544686468,-6.05936476672316,-5.49395596490665,-5.5305351119777,-5.13395574559995,-5.97920299538423,-6.11216025865882,-5.86780732828715,-5.05235275047915,-3.9331730415994,-5.93291010618031,-6.10150236832554,-5.93320073479538,-5.97014067270826,-6.5614091851908,-6.02277835108594,-6.02996828718608,-6.1830677605013,-6.69256707155302,-5.86971175954417,-5.56532807564811,-6.63489981176311,-5.05384649915197,-6.47540627797831,-3.21188522692511,-6.39406371803085,-6.26766454341787,-6.48114798588557,-5.59243858827871,-6.06594966053678,-6.3671363841753,-6.41271752129929,-6.54698652295297,-5.91935075029365,-5.51173594927599,-4.77660852330378,-6.36244564273096,-4.367604694504,-6.50406268765196,-5.25560794201015,-4.61580691585361,-5.41406082107834,-5.61452955362338,-6.11079156493693,-6.51828814548223,-5.74108282976664,-5.47609333782143,-6.28015828982388,-4.28418778750068,-6.11580136070381,-5.9157031166042,-5.8404272452218,-5.95170361189423,-5.96830324862828,-5.17248464721889,-4.72374056028451,-4.86012374476345,-5.32280638166955,-5.74302303372525,-6.08087725391118,-5.80595963609241,-5.51191060166839,-6.00334273953152,-6.21827024034485,-5.12155946809057,-5.95101512956723,-5.75085407964064,-4.95308439871801,-6.48251299585427,-6.13147978864441,-6.63369903613577,-5.94194400106453,-4.45132454575966,-6.51778885267918,-5.19381611262093,-6.14716531841086,-6.50145392652287,-6.51598243678469,-6.31257761756957,-6.12625150315368,-6.33917276399076,-6.18092046992794,-6.17130553478578,-5.56235607361964,-4.09229742781183,-5.5573797130339,-4.99791607901376,-6.56960682285788,-4.34300548341221,-5.91902329116949,-6.19455836019528,-5.5490848254557,-2.27206942904778,-6.3543390348428,-6.48152248147514,-5.47821142797755,-6.2975812270668,-6.48523339468878,-4.08684463035044,-6.73269807160427,-4.36906547133759,-6.16200034709706,-4.71907567281423,-6.82344891803286,-3.93787745355193,-3.74920398675085
OH40B,-4.05263820029591,-6.50578473184933,-5.04755120989506,-6.52142257816612,-2.95802896944418,-4.37441104040183,-5.99500949204153,-6.46691479858541,-4.82026502917646,-4.68278591029076,-6.70260944330137,-6.16574910388764,-5.40022819294426,-6.02753814819608,-4.7569296041224,-6.27011263412181,-5.78183234293119,-5.87118276305865,-4.8834794752666,-4.15742960605352,-5.15104315002853,-5.8555173175145,-5.53782376417014,-5.21806618240731,-4.50238085695849,-4.37448005172168,-4.02879469500441,-2.96125625512386,-5.59557781063113,-4.95670050636437,-4.55087845630375,-5.80948051838675,-5.49637911924779,-5.5531100071439,-6.57959968117315,-6.446210614618,-6.3114677497567,-6.15756194656381,-4.67668928723287,-5.81182891632094,-6.52854595352482,-5.7710922110606,-4.88888344952239,-6.3652264163486,-4.72529297610899,-6.0888750297089,-5.60086394278915,-5.39765004207706,-5.08076096882905,-5.83005026941212,-5.8973743897172,-5.84499923094843,-5.27963684049043,-4.02218295870822,-5.82639183036586,-6.10150236832554,-5.93320073479538,-5.97014067270826,-6.52140655184646,-6.02277835108594,-5.93140059240334,-6.1830677605013,-6.69096161179554,-5.77088267892647,-5.64155492234178,-6.63489980469435,-4.97468031903597,-6.47624521667086,-3.20727186618451,-6.39406371803085,-5.94184844177891,-6.45471826026628,-5.26852589919737,-6.05410701834784,-6.28870458690233,-6.17101159250184,-6.5843513755257,-5.75158839073317,-5.12550334404691,-4.81863286432074,-6.34881368137109,-4.36760469270954,-6.45318151875837,-5.03913489840731,-4.60622114473343,-5.41406082167302,-5.74380958185157,-6.14086168667085,-6.51853181402058,-5.66525772854896,-5.26189447607774,-6.30470045391497,-3.89268052930068,-6.16055482703024,-5.94967446380665,-5.84042724438505,-5.93060669034895,-5.96340733778949,-5.18197808715227,-4.77218039488298,-4.89440370129718,-5.55892258718967,-5.77865255893162,-6.02249907943245,-5.789652596627,-5.58383689094513,-5.99719287405279,-6.26244327170308,-5.02928063194118,-6.0484045537655,-5.73409026147419,-4.76033223693122,-6.44507669599995,-6.13147978864441,-6.49671918902835,-5.96624327540941,-4.35734311714471,-6.31717096802361,-5.01477227101335,-6.11952337348634,-6.37745287751236,-6.51598243678469,-6.31257761775547,-6.12625150315368,-6.17920365704971,-6.19152841072867,-6.28253523111439,-5.25122054710214,-4.12865073576454,-5.11438865404153,-4.99791605975015,-6.56427607597393,-3.87545085585881,-5.86218437040113,-6.19618377993596,-5.50653572253954,-2.89949522282625,-6.33360201009818,-6.41237314986419,-5.13130910834157,-5.64255990113596,-6.31139322146305,-3.86670043713614,-6.73269806943339,-4.4087785687641,-6.18273178773685,-5.0748587707276,-6.82344891806732,-4.02308710365508,-3.58775762396815
OH43,-4.21199038805299,-6.40050443165188,-5.55343475965088,-6.56871949454199,-3.12929214512004,-4.41327183285054,-6.07048327560741,-6.49927321458884,-4.28518928515483,-4.75321170723653,-6.70260944330137,-6.16574912771299,-5.04148729017309,-6.31773732267139,-4.75692960192423,-6.27011262996067,-5.86231470158865,-5.81773303404369,-4.92775575305206,-4.19274027117197,-4.86766870142767,-5.8555173175145,-5.53782376417014,-4.73872313359923,-4.57591805024683,-4.37448005098832,-4.00963784208115,-2.99468166396864,-5.59557781057038,-4.85151801317792,-4.45709406791199,-5.7342629976408,-5.49637911973345,-5.57255928090166,-6.57959968149453,-6.44728881274578,-6.32048996586928,-6.08379651994048,-4.63587802980296,-5.5388926280563,-6.5093558875617,-5.66899963954988,-5.05811037216363,-6.39225908567037,-4.93347857695568,-6.0302060240325,-5.49253985905992,-5.46331916574447,-5.04098455542148,-6.18137875843559,-6.2028881307206,-5.81779700040307,-4.9795205960531,-3.61878117760058,-5.99645594905653,-6.10150236832554,-5.93320073479538,-5.97014067270826,-6.5614091851908,-6.02277835108594,-6.02002925572071,-6.1830677605013,-6.69256707155302,-5.86125493569809,-5.55211342048677,-6.6348998093353,-5.02681553877305,-6.47471558868267,-3.16849499893483,-6.39406371803085,-6.32135399778096,-6.38788395994342,-5.40145142309784,-6.02571670153794,-6.35108361048523,-6.32210209662682,-6.61484354088386,-5.86952163416042,-5.11785754639312,-4.79954185021163,-6.36244564273096,-4.36760469735651,-6.50406268765196,-5.18274749865242,-4.58188445405866,-5.41406082128556,-5.62314650887212,-6.11791124076163,-6.52948139641863,-5.38469185182076,-5.50982880363225,-6.28943920996201,-3.89677068270412,-6.17698740620488,-5.77546034607922,-5.84042724483293,-6.13735493255909,-6.0380095106443,-5.32038775641535,-4.73917508148098,-4.86209107967219,-5.2095448753171,-5.71623124486448,-6.00659118958867,-5.87548549124016,-5.37227630845859,-6.01762186561616,-6.18773370425538,-5.06959114554398,-5.95741758965997,-5.73186455338174,-4.91105550387387,-6.41428457405767,-6.13147978864441,-6.5262707854905,-5.95614066796848,-4.44759579049578,-6.42738557900326,-5.1854001964886,-6.07793742894836,-6.30100405715314,-6.51598243678469,-6.3125776183861,-6.12625150315368,-6.34611308521399,-6.17273570585315,-6.14404074966005,-5.01087824645871,-4.1314774060591,-5.51716076193992,-4.99791613595854,-6.56960682285788,-4.27782436128601,-5.91902329116949,-6.200369277336,-5.51368539423836,-2.85746210110135,-6.34220492538155,-6.36243909489956,-5.05840442440253,-6.38826209093572,-6.46676573160095,-3.66645906448581,-6.73269807160427,-4.17581053842726,-6.17947077324184,-4.62994017593481,-6.82344891803286,-3.98189142861102,-3.69701083852988
OH43E,-4.23235842063961,-6.50849408591827,-5.07741049378395,-6.46330468612338,-2.93099388455799,-4.54376325692572,-5.95175598917854,-6.46083065971593,-4.57328914745628,-4.63493126396578,-6.70260944330137,-6.16574913030565,-5.23878740127583,-6.24066360285017,-4.75692960162626,-6.27011263350471,-5.80385839484428,-5.80822334202863,-4.92475632519821,-4.20738972756602,-5.27189288519933,-5.8555173175145,-5.53782376417014,-4.83064357175832,-4.51031929379657,-4.37448005202856,-3.92854442176018,-2.9657343880752,-5.59557780984025,-4.97980391023976,-4.52199248402127,-5.93082728773879,-5.49637911945336,-5.35438808717797,-6.5795996782093,-6.44727502486266,-6.2914790037072,-6.07331792937054,-4.85425136529657,-5.94625953611389,-6.49438423989931,-5.94392580526256,-4.96486556077789,-6.38538612808976,-4.99092139905504,-6.07358232851531,-5.48710058239295,-5.40945680089232,-5.17583477956899,-5.98784340885907,-6.04574982876488,-5.86780732942961,-5.17351483398913,-4.1175825763987,-5.90853341505332,-6.10150236832554,-5.93320073479538,-5.97014067270826,-6.59779821688539,-6.02277835108594,-5.97882640814742,-6.1830677605013,-6.35341821467263,-5.77227442525556,-5.67112934781888,-6.63489981267003,-4.91938035254495,-6.48847785212722,-3.21294310660026,-6.39406371803085,-6.05133079999186,-6.07483313164004,-5.47724514589018,-6.02262124513185,-6.2813731800174,-6.28378322966901,-6.62934108056145,-5.85325938989588,-5.0918190300576,-4.65532001782952,-6.37273040436786,-4.36760469574787,-6.46944558955044,-5.20893210374616,-4.56856413467741,-5.41406082126474,-5.48415682319129,-6.15963286590124,-6.52717730439138,-5.61210204028576,-5.51586034787191,-6.33380079000361,-4.21650256742322,-6.11658356066614,-5.83483737218428,-5.8404272460583,-6.1472816719396,-5.92559930653162,-5.37413572290911,-4.77715565805713,-4.907926296782,-5.37185731217921,-5.68103102426525,-6.03028837892329,-5.94171305992498,-5.59874952434436,-6.00724280646954,-6.23516101655592,-5.06883575155052,-5.94867697130321,-5.742393836167,-4.92689677236221,-6.50119725246677,-6.13147978864441,-6.64089252921046,-5.98473972863819,-4.52217844776617,-6.52002571506607,-5.08393054693988,-6.15566841563881,-6.49701758351416,-6.51598243678469,-6.31257761687572,-6.12625150315368,-6.33407105843448,-6.18757409625704,-6.28034767846006,-5.38876500360904,-4.19726121212409,-5.26606135250305,-4.99791605081735,-6.5534657813888,-4.10427194275887,-5.79837008344915,-6.23863033320424,-5.45567349387086,-2.61016826149159,-6.29031838539854,-6.51795454940549,-5.6897041760329,-6.17831484734373,-6.2384144540903,-4.10119760817158,-6.73269807146893,-4.34837302732933,-6.20715494366724,-4.85876744161738,-6.82344891778158,-3.86303816031302,-3.84310151149546
OH603,-4.24179940329829,-6.47043802057747,-4.93366860386834,-6.50323817317032,-3.12045781347555,-4.45195252666607,-5.92940544832614,-6.45003650716673,-4.31501953684924,-4.81093474868088,-6.70260944330137,-6.16574911645199,-5.22089775229729,-6.32752033471456,-4.75692960347472,-6.2701126067402,-5.97691720206622,-5.78779722565599,-4.87963713913481,-4.28712112520857,-5.06193701909345,-5.8555173175145,-5.53782376417014,-5.08129827265154,-4.52177762436463,-4.37448005164258,-4.03939071818014,-3.01719090793762,-5.59557781038491,-4.93959451052563,-4.62976061464633,-5.66966159441239,-5.49637911933318,-5.50009485753882,-6.57959968050437,-6.44642847193272,-6.27805448200978,-6.15028886229952,-4.70928161335707,-5.62369799115034,-6.50272014753947,-5.74699511315778,-4.91290245438809,-6.38422459645425,-4.95768795076537,-6.08878422846554,-5.38778553693415,-5.41174885956891,-5.12875100172784,-5.95741209933284,-5.98027683775957,-5.84371499517205,-5.08425538469524,-4.00518320991728,-5.90825232891606,-6.10150236832554,-5.93320073479538,-5.97014067270826,-6.42819004296947,-6.02277835108594,-6.16105698793282,-6.1830677605013,-6.5750281767436896,-5.694388883491,-5.85786106215396,-6.63489980923914,-4.87305560331983,-6.48847785212722,-3.21799234514163,-6.39406371803085,-6.15106902988745,-6.3991842099786,-5.39163152204658,-6.01095428501142,-6.39127890517349,-6.3662356996147,-6.62934108056145,-5.84482663574957,-5.22624713719235,-4.6886102023025,-6.3388368076717,-4.36760469966444,-6.30558095788802,-5.15066322326791,-4.58899902936651,-5.41406082227269,-5.72057700875896,-6.13158116192212,-6.53048491336617,-5.55631876780128,-5.32440120352257,-6.34906737017533,-3.91247521082782,-6.09332145016886,-5.96080492199439,-5.84042724518693,-6.12501651831727,-5.91970348179037,-5.31478351064487,-4.77102194938963,-4.88621688648364,-5.39719481423861,-5.72262551613325,-5.91274024309582,-5.96538676968019,-5.56572134316108,-6.01093439303698,-6.23753684524308,-4.98291871685139,-5.90190087300603,-5.74897265344025,-4.85270103018444,-6.50991141515519,-6.13147978864441,-6.64089252921046,-5.95954051641321,-4.37416958576783,-6.45485124038978,-4.96766623645751,-6.03982223558205,-6.49701758351416,-6.51598243678469,-6.31257761832863,-6.12625150315368,-6.39427764306023,-6.19374083065585,-6.22300984162323,-5.30644451070725,-3.96449583423958,-5.41913022507299,-4.9979160454369,-6.57465774950937,-4.23753594242794,-5.84050863191324,-6.23863033320424,-5.52058080560644,-2.56006768348565,-6.29605287629322,-6.44713389084677,-5.50080166003253,-5.94712288430244,-6.5779900452716,-3.94438229712585,-6.73269807146893,-4.35822386011675,-6.16482989551155,-4.58355819259919,-6.82344891788439,-3.96551571362496,-3.71418403364588
OH7B,-4.4964563408336,-6.50762356581255,-5.50460428976363,-6.48097792822626,-2.99639045710362,-4.16070437852891,-5.95650175303117,-6.47007390332797,-4.38164298073219,-4.73251780328784,-6.69804230940247,-6.16574913072721,-5.44975430276606,-6.25820853272086,-4.75692960237275,-6.27011257676874,-5.64220503800821,-5.89461173878695,-4.87790153952251,-4.42208786382647,-5.32537116521243,-5.8555173175145,-5.53782376417014,-5.15636126134396,-4.59306250285906,-4.37448005217726,-4.13987137792513,-3.07341968389223,-5.59557781002929,-5.01638097280438,-4.81544933820772,-5.86588198700809,-5.49637911958188,-5.29290440112533,-6.57959967873501,-6.45084341823295,-6.31728118847069,-6.07848318185094,-4.91957985070015,-5.88451849708057,-6.54169140776606,-6.01925401430874,-5.02097633388406,-6.37461298573533,-4.83397981690994,-6.09815601809736,-5.74251872357011,-5.42055814111744,-5.1998435516555,-6.03341299575817,-6.15513201389021,-5.81036374697882,-5.36092299511007,-4.1697371212911,-5.96671468558839,-6.10150236832554,-5.93320073479538,-5.97014067270826,-6.59779821688539,-6.02277835108594,-5.97540236880052,-6.1830677605013,-6.2301553476446,-5.73084554499543,-5.51023450918484,-6.63489979436773,-4.76392644995874,-6.48304953484578,-3.3167244870386,-6.39406371803085,-6.17018635021509,-5.97716067896732,-5.67907049220804,-6.05137724592004,-6.25053386640429,-6.41074382736937,-6.6014401077636,-5.81099360126479,-5.17265833507588,-4.88424171060358,-6.37273040436786,-4.36760469350826,-6.14046184672207,-5.39525121052781,-4.62316213482701,-5.41406082261483,-5.67570437484521,-6.14053228034415,-6.5299545174992,-5.88418210796944,-5.7120282121312,-6.29753242265172,-4.31150178698571,-6.19281445953566,-5.9577760812823,-5.84042724675202,-6.23183638985853,-6.0999567092604,-5.14813698565647,-4.81503497558079,-4.90463782726854,-5.52977120750683,-5.73096539154746,-6.08465632454924,-6.06995618307482,-5.76019656360285,-6.01983788283567,-6.26076405942037,-4.98207019995559,-5.97842876512772,-5.76095114161272,-5.03497856020653,-6.5261431662648,-6.13147978864441,-6.42321720861862,-5.98444399198603,-4.47594668459488,-6.38400903211447,-4.89875607550295,-5.95200529774311,-6.40060426490445,-6.51598243678469,-6.31257761703586,-6.12625150315368,-6.35833493503535,-6.20550041820318,-6.3082020218381,-5.52803582846125,-4.07755835248956,-5.31877394341589,-4.9979161263664,-6.55611281626861,-4.30729969399819,-5.87270502322268,-6.22090090033946,-5.43941371476945,-2.36869230440566,-6.34447019513286,-6.49594935169033,-5.60804941125328,-6.20908050268971,-6.27227507978999,-4.0228117062031,-6.73269807087941,-4.49673804589595,-6.23158626673375,-5.24887418562332,-6.82344891796167,-4.02150800774132,-3.96268734029377
OS420,-4.28260666301787,-6.43958694892493,-4.99225740330905,-6.42925900959375,-2.98117305876963,-4.1012053558782,-6.03789039339177,-6.49782421268092,-4.31683496552201,-4.72367681344413,-6.6814063513499,-6.16574913114717,-5.622133760364,-6.42845616377014,-4.75692960287947,-6.27011256127244,-5.84847448358677,-5.87841883943871,-4.90442347654366,-4.34042846058803,-5.28597582926841,-5.8555173175145,-5.53782376417014,-5.15311019489067,-4.58587053340603,-4.37448005237936,-3.97454465475144,-3.00680216123948,-5.59557781015154,-5.01379809080536,-4.76585038210436,-5.66041035325363,-5.4963791196481004,-5.37878270581883,-6.57959968021755,-6.44901421956849,-6.29231157918896,-6.10067235967605,-4.78618794498501,-5.80755608720798,-6.53711100805177,-6.03362360133317,-4.98651965592675,-6.39640511167099,-4.93596478547771,-6.10921477358411,-5.6033792755428,-5.43667663016126,-5.14958685027325,-6.08829188501207,-6.15197895172119,-5.85791882204053,-5.52033100559486,-4.19102233392117,-6.16036729111041,-6.10150236832554,-5.93320073479538,-5.97014067270826,-6.56791756968181,-6.02277835108594,-6.12714653560919,-6.1830677605013,-6.29814028805281,-5.66502657603289,-5.71314295821938,-6.63489981311749,-4.84474659155534,-6.48426961215007,-3.2152945013512,-6.39406371803085,-6.30475166806292,-6.41162777341867,-5.50314864188655,-6.02765459620246,-6.17023359534753,-6.47560809388443,-6.59305186147662,-5.80733814933285,-5.05532065099938,-4.7449869268789,-6.36689201511518,-4.36760469357254,-6.26019707998141,-5.11582384279201,-4.68105726946822,-5.4140608215732,-5.55259556817762,-6.16204037240259,-6.55450310232106,-5.82281576028102,-5.52308457361083,-6.35254887257764,-4.29965764411269,-6.10207179550922,-5.90496024587901,-5.84042724636256,-6.15240799879842,-6.04652379938798,-5.19270417959893,-4.79098548811612,-4.91282013654592,-5.30672047373811,-5.73420106689498,-5.94279844257433,-6.07408317605006,-5.5703419197076,-6.01433706912733,-6.25988575416907,-4.98995636402727,-5.99014555386672,-5.74970633824388,-5.04686495466963,-6.5139541001086,-6.13147978864441,-6.62757547250879,-5.96186181159908,-4.48275782725618,-6.45302693174305,-5.08704489859371,-6.0079425462386,-6.34400224478088,-6.51598243678469,-6.3125776178312,-6.12625150315368,-6.33464817088728,-6.19891259487468,-6.21067481306356,-5.72224264409335,-4.19216645609121,-5.39683529912984,-4.99791610851287,-6.55928969568213,-4.37169616728589,-5.83524512257403,-6.22635342619474,-5.39260712994631,-2.53538177087344,-6.35133623470855,-6.51685923774549,-6.16027252390576,-6.38545927730955,-6.55351196096773,-3.89735646333495,-6.73269807139337,-4.49586309760841,-6.19139253742127,-4.89465351496614,-6.82344891806732,-3.94336676028398,-3.75804983904209
P39,-4.32679681084426,-6.47095737629391,-5.04028220922796,-6.50978217459795,-3.02360818634852,-3.9840592536317,-6.07048327560741,-6.49927321458884,-4.68867462374103,-4.79485218814761,-6.70260944330137,-6.16574914518856,-5.29572949587197,-6.28483724213904,-4.75692960235031,-6.27011256693081,-5.54284119038964,-5.87418855750618,-4.89895237501362,-4.34248980585753,-5.34119432011065,-5.8555173175145,-5.53782376417014,-5.18013484941823,-4.71405034093539,-4.3744800520947,-3.91891623660633,-2.88710126303938,-5.5955778109204,-5.01320836140999,-4.78723401500916,-5.58085003801415,-5.49637911958091,-4.98882211339458,-6.57959967536206,-6.44737919101778,-6.29673670317792,-6.17872584670901,-4.98736225501554,-5.86260996175709,-6.53490993710832,-5.98365940646937,-4.97832628256194,-6.41966444496822,-5.11226462099398,-6.07511571970731,-5.61028044446314,-5.50026965984705,-5.10910958395947,-6.01514209908439,-6.12546982277343,-5.83412052328615,-5.32610400721173,-4.19512310451098,-6.11930632884881,-6.10150236832554,-5.93320073479538,-5.97014067270826,-6.39593704928081,-6.02277835108594,-6.09112874589288,-6.1830677605013,-6.69256707155302,-5.76998943823616,-5.33796374018441,-6.63489981176311,-4.77683211794307,-6.47895141615497,-3.31324280422447,-6.39406371803085,-6.16154039102381,-6.15921001815117,-5.73102702917766,-6.02787049238898,-6.35600879455367,-6.30299829094052,-6.54226741668383,-5.84518038441642,-5.04097121047395,-4.71527805149207,-6.34461413078757,-4.36760469323027,-6.38006588985599,-5.44107878487871,-4.69579415354993,-5.41406082174869,-5.71096321270794,-6.13444316729373,-6.5405747134176,-5.794052732085,-5.3033292558684,-6.30916157453241,-4.1254753440682,-6.26869336783202,-6.04420642998737,-5.84042724747991,-6.14409181612908,-6.05493650240179,-5.3036034749746,-4.73551237606706,-4.89610335102923,-5.43968829902916,-5.75165515177873,-6.00900126093345,-6.04235262105349,-5.57216652355301,-6.00857236791645,-6.27543079934972,-5.03746826279016,-5.93169093371143,-5.75179615050007,-4.84928205446821,-6.45197666131967,-6.13147978864441,-6.63369903613577,-5.9771770309044,-4.52365194280024,-6.51778885267918,-4.76301729958925,-5.93356970336679,-6.3495563292718,-6.51598243678469,-6.31257761820131,-6.12625150315368,-6.31392325932026,-6.20360686069783,-6.240903071432,-5.57133332179173,-4.14842346821681,-5.48129021297736,-4.9979160830406,-6.56960682285788,-4.27749792265594,-5.88274729447016,-6.21200120446277,-5.34617819165444,-2.50983596364053,-6.34912906968135,-6.49818223152261,-5.51333199938198,-6.22749204759549,-6.23405937987076,-3.88043904894837,-6.73269806898812,-4.55108180766841,-6.17164487959968,-5.19257699308868,-6.82344891711577,-3.8859005416886,-3.89768900053893
PA762,-4.19565767772029,-6.50184029926698,-5.18995643507858,-6.45974231942809,-2.9709576465286,-4.21491154153556,-5.93764907957423,-6.44277165731329,-4.33894626512896,-4.77822546400055,-6.68758961553004,-6.16574913516473,-5.49753674861226,-6.20823990828897,-4.75692960495793,-6.27011263350471,-5.84158491337824,-5.8459254603734,-4.92121454297211,-4.21200594651157,-5.26762915535635,-5.8555173175145,-5.53782376417014,-4.88782329943488,-4.58854739601156,-4.37448005158038,-3.94604459539661,-2.94294279392083,-5.59557781047736,-4.94231839875811,-4.62666772793155,-5.80924219363533,-5.49637911933964,-5.39267130324439,-6.57959967863066,-6.44642945405303,-6.28527546539593,-6.08679252126041,-4.92005717574775,-5.86482012110102,-6.53207016742431,-5.94017163355377,-4.9794875151118,-6.37051492650151,-4.82172550222772,-6.02680294746143,-5.53305928428757,-5.42834354628214,-5.1966205998078,-5.95854873643798,-6.10825072883033,-5.80611543719667,-5.17638169644582,-4.10374281068399,-5.94042212411548,-6.10150236832554,-5.93320073479538,-5.97014067270826,-6.56330195378582,-6.02277835108594,-6.12587711061186,-6.1830677605013,-6.69256707155302,-5.59418067431986,-5.40937586988569,-6.63489980511056,-4.9476527297911,-6.47487218379149,-3.1295112824362,-6.39406371803085,-6.08166141462581,-6.18231855378134,-5.56623154259591,-6.02998387063379,-6.28255497439509,-6.45288607177639,-6.55070264404381,-5.83846328393956,-5.0751370422732,-4.72003882498103,-6.37273040436786,-4.36760469498307,-6.20476772828903,-5.28099505947193,-4.56980184483527,-5.41406082147798,-5.64613477279493,-6.12295062302663,-6.52686056372249,-5.80504938856052,-5.17996123583242,-6.30534694321638,-4.0933989886625,-6.16957390022448,-6.00369881703289,-5.84042724644947,-6.01242231395427,-6.00478446394199,-5.19333741311649,-4.75589291604304,-4.88808000898616,-5.43292341650096,-5.68763856189005,-5.86183856812377,-5.98132961051387,-5.61416480805922,-6.02594877625644,-6.22125004872797,-4.96963573065896,-5.95442623791137,-5.73651668613662,-4.92048184954815,-6.50603659613049,-6.13147978864441,-6.53197599452476,-5.96188638924007,-4.41996535381158,-6.38890653208021,-4.78670341009292,-5.91319110736171,-6.38602706950244,-6.51598243678469,-6.31257761832863,-6.12625150315368,-6.24869396709891,-6.18340763510954,-6.24960707558085,-5.45571953662332,-4.0088184043721,-5.217108439653,-4.99791605491037,-6.54141818041101,-4.06990786796873,-5.82245095587168,-6.2127538265359,-5.47466556059372,-2.95443970938463,-6.32337164907113,-6.47592224260198,-5.21400850726735,-6.14195224131184,-6.38771337548689,-3.89883942404697,-6.73269806951353,-4.38840855424488,-6.17668009716174,-5.98316479531594,-6.82344891778586,-3.92560711391249,-3.68793450702887
